organism_name	species_id	data_type	qv_score	error_rate	assembly_accession	size_mb	date	modify_date	taxid	bioproject_accession	bioproject_id	group	subgroup	gc%	replicons	wgs	scaffolds	genes	proteins	release_date	status	center	biosample_accession
Nyctibius grandis	bNycGra1	10x	42.25	5.96E-05	GCA_013368605.1	1256.41	08/01/19	6/23/20	48427	PRJNA562020	562020	Animals	Birds	42.6904	chromosome 1:CM023732.1; chromosome 2:CM023733.1; chromosome 3:CM023734.1; chromosome 4:CM023735.1; chromosome 5:CM023736.1; chromosome 6:CM023737.1; chromosome 7:CM023738.1; chromosome 8:CM023739.1; chromosome 9:CM023740.1; chromosome 10:CM023741.1; chromosome 11:CM023742.1; chromosome 12:CM023743.1; chromosome 13:CM023744.1; chromosome 14:CM023745.1; chromosome 15:CM023746.1; chromosome 16:CM023747.1; chromosome 17:CM023748.1; chromosome 18:CM023749.1; chromosome 19:CM023750.1; chromosome 20:CM023751.1; chromosome 21:CM023752.1; chromosome 22:CM023753.1; chromosome 23:CM023754.1; chromosome 24:CM023755.1; chromosome 25:CM023756.1; chromosome 26:CM023757.1; chromosome 27:CM023758.1; chromosome 28:CM023759.1; chromosome 29:CM023760.1; chromosome 30:CM023761.1; chromosome 31:CM023762.1; chromosome 32:CM023763.1; chromosome 33:CM023764.1; chromosome 34:CM023765.1; chromosome 35:CM023766.1; chromosome 36:CM023767.1; chromosome W:CM023768.1; chromosome Z:CM023769.1; mitochondrion MT:CM023771.1	JABXNV01	191	-	-	6/23/20	Chromosome	Vertebrate Genomes Project	SAMN12622411
Nycticebus coucang	mNycCou1	Pacbio_hifi	68.3537	1.46E-07	GCA_027406575.1	2917.15	11/01/21	12/28/22	9470	PRJNA927103	927103	Animals	Mammals	40.8375	chromosome 1:CM050137.1; chromosome 2:CM050138.1; chromosome 3:CM050139.1; chromosome 4:CM050140.1; chromosome 5:CM050141.1; chromosome 6:CM050142.1; chromosome 7:CM050143.1; chromosome 8:CM050144.1; chromosome 9:CM050145.1; chromosome 10:CM050146.1; chromosome 11:CM050147.1; chromosome 12:CM050148.1; chromosome 13:CM050149.1; chromosome 14:CM050150.1; chromosome 15:CM050151.1; chromosome 16:CM050152.1; chromosome 17:CM050153.1; chromosome 18:CM050154.1; chromosome 19:CM050155.1; chromosome 20:CM050156.1; chromosome 21:CM050157.1; chromosome 22:CM050158.1; chromosome 23:CM050159.1; chromosome 24:CM050160.1; chromosome X:CM050161.1; chromosome Y:CM050162.1; mitochondrion MT:CM050178.1	JAPZEE01	84	-	-	12/27/22	Chromosome	NCBI	SAMN28408555
Odontesthes bonariensis	fOdoBon6	Pacbio_hifi	64.6378	3.44E-07	GCA_027942885.1	974.945	04/25/22	1/20/23	219752	PRJNA916696	916696	Animals	Fishes	41.4	-	JAQIHM01	334	-	-	1/20/23	Scaffold	Vertebrate Genomes Project	SAMN31802211
Ornithorhynchus anatinus	mOrnAna1	10x	40.4025	9.11E-05	GCA_004115215.4	1859.28	04/30/18	3/8/21	9258	PRJNA534073	534073	Animals	Mammals	46.1721	chromosome 1:NC_041728.1/CM014200.1; chromosome 2:NC_041729.1/CM014201.1; chromosome 3:NC_041730.1/CM014202.1; chromosome 4:NC_041731.1/CM014203.1; chromosome 5:NC_041732.1/CM014204.1; chromosome 6:NC_041733.1/CM014205.1; chromosome 7:NC_041734.1/CM014206.1; chromosome 8:NC_041735.1/CM014207.1; chromosome 9:NC_041736.1/CM014208.1; chromosome 10:NC_041737.1/CM014209.1; chromosome 11:NC_041738.1/CM014210.1; chromosome 12:NC_041739.1/CM014211.1; chromosome 13:NC_041740.1/CM014212.1; chromosome 14:NC_041741.1/CM014213.1; chromosome 15:NC_041742.1/CM014214.1; chromosome 16:NC_041743.1/CM014215.1; chromosome 17:NC_041744.1/CM014216.1; chromosome 18:NC_041745.1/CM014217.1; chromosome 19:NC_041746.1/CM014218.1; chromosome 20:NC_041747.1/CM014219.1; chromosome 21:NC_041748.1/CM014220.1; chromosome X1:NC_041749.1/CM014221.1; chromosome X2:NC_041750.1/CM014222.1; chromosome X3:NC_041751.1/CM014223.1; chromosome X4:NC_041752.1/CM014224.1; chromosome X5:NC_041753.1/CM014225.1; chromosome Y1:NC_053175.1/CM022557.1; chromosome Y2:NC_053176.1/CM026824.1; chromosome Y3:NC_053177.1/CM026825.1; chromosome Y4:NC_053178.1/CM022558.1; chromosome Y5:NC_053179.1/CM026826.1; mitochondrion MT:NC_000891.1/CM016609.2	RZJT02	322	30504	38747	1/28/19	Chromosome	NCBI	SAMN08537700
Parambassis ranga	fParRan2	10x	42.2973	5.89E-05	GCA_900634625.1	551.013	08/01/18	6/30/20	210632	PRJEB30257	509403	Animals	Fishes	42.5376	chromosome 1:NC_041022.1/LR131960.1; chromosome 2:NC_041023.1/LR131970.1; chromosome 3:NC_041024.1/LR131975.1; chromosome 4:NC_041025.1/LR131976.1; chromosome 5:NC_041026.1/LR131977.1; chromosome 6:NC_041027.1/LR131978.1; chromosome 7:NC_041028.1/LR131979.1; chromosome 8:NC_041029.1/LR131980.1; chromosome 9:NC_041030.1/LR131981.1; chromosome 10:NC_041031.1/LR131961.1; chromosome 12:NC_041032.1/LR131962.1; chromosome 13:NC_041033.1/LR131963.1; chromosome 14:NC_041034.1/LR131964.1; chromosome 15:NC_041035.1/LR131965.1; chromosome 16:NC_041036.1/LR131966.1; chromosome 17:NC_041037.1/LR131967.1; chromosome 18:NC_041038.1/LR131968.1; chromosome 19:NC_041039.1/LR131969.1; chromosome 20:NC_041040.1/LR131971.1; chromosome 21:NC_041041.1/LR131972.1; chromosome 22:NC_041042.1/LR131973.1; chromosome 24:NC_041043.1/LR131974.1	CAAAFN01	156	27955	40932	12/15/18	Chromosome	Wellcome Sanger Institute	SAMEA4675621
Periophthalmus magnuspinnatus	fPerMag1	10x	44.2252	3.78E-05	GCA_009829125.2	750.593	08/15/19	1/3/20	409849	PRJNA627707	627707	Animals	Fishes	40.2964	chromosome 1:NC_047126.1/CM020591.1; chromosome 2:NC_047127.1/CM020592.1; chromosome 3:NC_047128.1/CM020593.1; chromosome 4:NC_047129.1/CM020594.1; chromosome 5:NC_047130.1/CM020595.1; chromosome 6:NC_047131.1/CM020596.1; chromosome 7:NC_047132.1/CM020597.1; chromosome 8:NC_047133.1/CM020598.1; chromosome 9:NC_047134.1/CM020599.1; chromosome 10:NC_047135.1/CM020600.1; chromosome 11:NC_047136.1/CM020601.1; chromosome 12:NC_047137.1/CM020602.1; chromosome 13:NC_047138.1/CM020603.1; chromosome 14:NC_047139.1/CM020604.1; chromosome 15:NC_047140.1/CM020605.1; chromosome 16:NC_047141.1/CM020606.1; chromosome 17:NC_047142.1/CM020607.1; chromosome 18:NC_047143.1/CM020608.1; chromosome 19:NC_047144.1/CM020609.1; chromosome 20:NC_047145.1/CM020610.1; chromosome 21:NC_047146.1/CM020611.1; chromosome 22:NC_047147.1/CM020612.1; chromosome 23:NC_047148.1/CM020613.1; chromosome 24:NC_047149.1/CM020614.1; mitochondrion MT:NC_028157.1/CM020616.1	WNMA01	123	24472	27380	1/3/20	Chromosome	NCBI	SAMN12629500
Petromyzon marinus	kPetMar1	10x	39.7684	0.00010548	GCA_010993605.1	1089.05	12/11/18	2/24/20	7757	PRJNA611764	611764	Animals	Fishes	48.3309	chromosome 1:CM021441.1; chromosome 2:CM021442.1; chromosome 3:CM021443.1; chromosome 4:CM021444.1; chromosome 5:CM021445.1; chromosome 6:CM021446.1; chromosome 7:CM021447.1; chromosome 8:CM021448.1; chromosome 9:CM021449.1; chromosome 10:CM021450.1; chromosome 11:CM021451.1; chromosome 12:CM021452.1; chromosome 13:CM021453.1; chromosome 14:CM021454.1; chromosome 15:CM021455.1; chromosome 16:CM021456.1; chromosome 17:CM021457.1; chromosome 18:CM021458.1; chromosome 19:CM021459.1; chromosome 20:CM021460.1; chromosome 21:CM021461.1; chromosome 22:CM021462.1; chromosome 23:CM021463.1; chromosome 24:CM021464.1; chromosome 25:CM021465.1; chromosome 26:CM021466.1; chromosome 27:CM021467.1; chromosome 28:CM021468.1; chromosome 29:CM021469.1; chromosome 30:CM021470.1; chromosome 31:CM021471.1; chromosome 32:CM021472.1; chromosome 33:CM021473.1; chromosome 34:CM021474.1; chromosome 35:CM021475.1; chromosome 36:CM021476.1; chromosome 37:CM021477.1; chromosome 38:CM021478.1; chromosome 39:CM021479.1; chromosome 40:CM021480.1; chromosome 41:CM021481.1; chromosome 42:CM021482.1; chromosome 43:CM021483.1; chromosome 44:CM021484.1; chromosome 45:CM021485.1; chromosome 46:CM021486.1; chromosome 47:CM021487.1; chromosome 48:CM021488.1; chromosome 49:CM021489.1; chromosome 50:CM021490.1; chromosome 51:CM021491.1; chromosome 52:CM021492.1; chromosome 53:CM021493.1; chromosome 54:CM021494.1; chromosome 55:CM021495.1; chromosome 56:CM021496.1; chromosome 57:CM021497.1; chromosome 58:CM021498.1; chromosome 59:CM021499.1; chromosome 60:CM021500.1; chromosome 61:CM021501.1; chromosome 62:CM021502.1; chromosome 63:CM021503.1; chromosome 64:CM021504.1; chromosome 65:CM021505.1; chromosome 66:CM021506.1; chromosome 67:CM021507.1; chromosome 68:CM021508.1; chromosome 69:CM021509.1; chromosome 70:CM021510.1; chromosome 71:CM021511.1; chromosome 72:CM021512.1; chromosome 73:NC_046141.1/CM021513.1; chromosome 74:NC_046142.1/CM021514.1; chromosome 75:NC_046143.1/CM021515.1; chromosome 76:NC_046144.1/CM021516.1; chromosome 77:NC_046145.1/CM021517.1; chromosome 78:NC_046146.1/CM021518.1; chromosome 79:NC_046147.1/CM021519.1; chromosome 80:NC_046148.1/CM021520.1; chromosome 81:NC_046149.1/CM021521.1; chromosome 82:NC_046150.1/CM021522.1; chromosome 83:NC_046151.1/CM021523.1; chromosome 84:NC_046152.1/CM021524.1; chromosome 85:NC_046153.1/CM021525.1; mitochondrion MT:NC_001626.1/	JAAIYE01	1434	2913	3332	2/24/20	Chromosome	NCBI	SAMN12629506
Phocoena sinus	mPhoSin1	10x	40.8801	8.17E-05	GCA_008692025.1	2371.52	12/18/18	9/26/19	42100	PRJNA606521	606521	Animals	Mammals	41.3906	chromosome 1:NC_045763.1/CM018156.1; chromosome 2:NC_045764.1/CM018157.1; chromosome 3:NC_045765.1/CM018158.1; chromosome 4:NC_045766.1/CM018159.1; chromosome 5:NC_045767.1/CM018160.1; chromosome 6:NC_045768.1/CM018161.1; chromosome 7:NC_045769.1/CM018162.1; chromosome 8:NC_045770.1/CM018163.1; chromosome 9:NC_045771.1/CM018164.1; chromosome 10:NC_045772.1/CM018165.1; chromosome 11:NC_045773.1/CM018166.1; chromosome 12:NC_045774.1/CM018167.1; chromosome 13:NC_045775.1/CM018168.1; chromosome 14:NC_045776.1/CM018169.1; chromosome 15:NC_045777.1/CM018170.1; chromosome 16:NC_045778.1/CM018171.1; chromosome 17:NC_045779.1/CM018172.1; chromosome 18:NC_045780.1/CM018173.1; chromosome 19:NC_045781.1/CM018174.1; chromosome 20:NC_045782.1/CM018175.1; chromosome 21:NC_045783.1/CM018176.1; chromosome X:NC_045784.1/CM018177.1; mitochondrion MT:CM018178.1	VOSU01	64	26497	52282	9/24/19	Chromosome	NCBI	SAMN12325353
Phoenicopterus ruber ruber	bPhoRub2	10x	36.997	0.00019966	GCA_009819775.1	1246.23	06/11/18	12/31/19	9218	PRJNA561888	561888	Animals	Birds	43.2956	chromosome 1:CM020215.1; chromosome 2:CM020216.1; chromosome 3:CM020217.1; chromosome 4:CM020218.1; chromosome 5:CM020219.1; chromosome 6:CM020220.1; chromosome 7:CM020221.1; chromosome 8:CM020222.1; chromosome 9:CM020223.1; chromosome 10:CM020224.1; chromosome 11:CM020225.1; chromosome 12:CM020226.1; chromosome 13:CM020227.1; chromosome 14:CM020228.1; chromosome 15:CM020229.1; chromosome 16:CM020230.1; chromosome 17:CM020231.1; chromosome 18:CM020232.1; chromosome 19:CM020233.1; chromosome 20:CM020234.1; chromosome 21:CM020235.1; chromosome 22:CM020236.1; chromosome 23:CM020237.1; chromosome 24:CM020238.1; chromosome 25:CM020239.1; chromosome 26:CM020240.1; chromosome 27:CM020241.1; chromosome 28:CM020242.1; chromosome 29:CM020243.1; chromosome 30:CM020244.1; chromosome 31:CM020245.1; chromosome W:CM020247.1; chromosome Z:CM020246.1	WNMK01	90	-	-	12/23/19	Chromosome	Vertebrate Genomes Project	SAMN12614931
Pholidichthys leucotaenia	fPhoLeu1	10x	41.3478	7.33E-05	GCA_020510985.1	6032.31	09/16/19	10/15/21	390368	PRJNA749575	749575	Animals	Fishes	44.5142	chromosome 1:CM035836.1; chromosome 2:CM035837.1; chromosome 3:CM035838.1; chromosome 4:CM035839.1; chromosome 5:CM035840.1; chromosome 6:CM035841.1; chromosome 7:CM035842.1; chromosome 8:CM035843.1; chromosome 9:CM035844.1; chromosome 10:CM035845.1; chromosome 11:CM035846.1; chromosome 12:CM035847.1; chromosome 13:CM035848.1; chromosome 14:CM035849.1; chromosome 15:CM035850.1	JAJAQF01	512	-	-	10/15/21	Chromosome	G10K	SAMN12623617
Pholis gunnellus	fPhoGun1	10x	51.3573	7.32E-06	GCA_910591455.2	588.697	10/28/21	10/28/21	56726	PRJEB45449	735485	Animals	Fishes	42.307	chromosome 1:OU342804.1; chromosome 2:OU342812.1; chromosome 3:OU342805.1; chromosome 4:OU342806.1; chromosome 5:OU342807.1; chromosome 6:OU342808.1; chromosome 7:OU342809.1; chromosome 8:OU342810.1; chromosome 9:OU342811.1; chromosome 10:OU342813.1; chromosome 11:OU342814.1; chromosome 12:OU342815.1; chromosome 13:OU342816.1; chromosome 14:OU342817.1; chromosome 15:OU342818.1; chromosome 16:OU342819.1; chromosome 17:OU342820.1; chromosome 18:OU342821.1; chromosome 19:OU342822.1; chromosome 20:OU342823.1; chromosome 21:OU342824.1; chromosome 22:OU342825.1; chromosome 23:OU342826.1; chromosome 24:OU342827.1; mitochondrion MT:OU342828.1	CAJUXR02	101	-	-	7/6/21	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7522838
Phyllostomus discolor	mPhyDis1	10x	38.5647	0.00013917	GCA_004126475.3	2108.83	04/10/18	9/7/20	89673	PRJNA524358	524358	Animals	Mammals	42.4305	chromosome 1:NC_040903.2/CM014254.2; chromosome 2:NC_040904.2/CM014255.2; chromosome 3:NC_040905.2/CM014256.2; chromosome 4:NC_040906.2/CM014257.2; chromosome 5:NC_040907.2/CM014258.2; chromosome 6:NC_040908.2/CM014259.2; chromosome 7:NC_040909.2/CM014260.2; chromosome 8:NC_040910.2/CM014261.2; chromosome 9:NC_040911.2/CM014262.2; chromosome 10:NC_040912.2/CM014263.2; chromosome 11:NC_040913.2/CM014264.2; chromosome 12:NC_040914.2/CM014265.2; chromosome 13:NC_040915.2/CM014266.2; chromosome 14:NC_040916.2/CM014267.2; chromosome 15:NC_040917.2/CM014268.2; chromosome X:NC_050198.1/CM023025.1; chromosome Y:NC_050199.1/CM023026.1; mitochondrion MT:CM016611.2	RXPA02	77	31980	46999	1/28/19	Chromosome	NCBI	SAMN09948786
Pipistrellus pipistrellus	mPipPip1	10x	38.6175	0.00013748	GCA_903992545.1	1763.44	08/08/19	8/3/20	59474	PRJEB39564	649203	Animals	Mammals	42.5594	chromosome 1:LR862356.1; chromosome 2:LR862357.1; chromosome 3:LR862358.1; chromosome 4:LR862360.1; chromosome 5:LR862361.1; chromosome 6:LR862362.1; chromosome 7:LR862363.1; chromosome 8:LR862364.1; chromosome 9:LR862365.1; chromosome 10:LR862366.1; chromosome 11:LR862367.1; chromosome 12:LR862368.1; chromosome 13:LR862369.1; chromosome 14:LR862370.1; chromosome 15:LR862371.1; chromosome 16:LR862372.1; chromosome 17:LR862373.1; chromosome 18:LR862374.1; chromosome 19:LR862375.1; chromosome 20:LR862376.1; chromosome 21:LR862377.1; chromosome X:LR862359.1; mitochondrion MT:LR862378.1	CAJEUD01	323	-	-	8/3/20	Chromosome	Wellcome Sanger Institute	SAMEA994724
Pleuronectes platessa	fPlePla1	Pacbio_hifi	56.1889	2.40E-06	GCA_947347685.1	687.388	11/16/22	11/16/22	8262	PRJEB57577	901857	Animals	Fishes	42.4991	chromosome 1:OX374648.1; chromosome 2:OX374649.1; chromosome 3:OX374650.1; chromosome 4:OX374651.1; chromosome 5:OX374652.1; chromosome 6:OX374653.1; chromosome 7:OX374654.1; chromosome 8:OX374655.1; chromosome 9:OX374656.1; chromosome 10:OX374657.1; chromosome 11:OX374658.1; chromosome 12:OX374659.1; chromosome 13:OX374660.1; chromosome 14:OX374661.1; chromosome 15:OX374662.1; chromosome 16:OX374663.1; chromosome 17:OX374664.1; chromosome 18:OX374665.1; chromosome 19:OX374666.1; chromosome 20:OX374667.1; chromosome 21:OX374668.1; chromosome 22:OX374669.1; chromosome 23:OX374670.1; chromosome 24:OX374671.1; mitochondrion MT:OX374672.1	CANAFI01	355	-	-	11/15/22	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA13853390
Pluvialis apricaria	bPluApr1	10x	39.7687	0.00010547	GCA_017639485.1	1247.77	11/18/19	3/30/21	670352	PRJNA715924	715924	Animals	Birds	42.7679	chromosome 1:CM030007.1; chromosome 2:CM030008.1; chromosome 3:CM030009.1; chromosome 4:CM030010.1; chromosome 5:CM030011.1; chromosome 6:CM030012.1; chromosome 7:CM030013.1; chromosome 8:CM030014.1; chromosome 9:CM030015.1; chromosome 10:CM030016.1; chromosome 11:CM030017.1; chromosome 12:CM030018.1; chromosome 13:CM030019.1; chromosome 14:CM030020.1; chromosome 15:CM030021.1; chromosome 16:CM030022.1; chromosome 17:CM030023.1; chromosome 18:CM030024.1; chromosome 19:CM030025.1; chromosome 20:CM030026.1; chromosome 21:CM030027.1; chromosome 22:CM030028.1; chromosome 23:CM030029.1; chromosome 24:CM030030.1; chromosome 25:CM030031.1; chromosome 26:CM030032.1; chromosome 27:CM030033.1; chromosome 28:CM030034.1; chromosome 29:CM030035.1; chromosome 30:CM030036.1; chromosome 31:CM030037.1; chromosome 32:CM030038.1; chromosome 33:CM030039.1; chromosome 34:CM030040.1; chromosome 35:CM030041.1; chromosome 36:CM030042.1; chromosome W:CM030043.1; chromosome Z:CM030044.1; mitochondrion MT:CM030045.1	JAGGDV01	107	-	-	3/30/21	Chromosome	Vertebrate Genomes Project	SAMN18353970
Podarcis raffonei	rPodRaf1	Pacbio_hifi	62.547	5.56E-07	GCA_027172205.1	1513.13	05/28/21	12/21/22	65483	PRJNA928705	928705	Animals	Reptiles	43.8265	chromosome 1:CM049750.1; chromosome 2:CM049751.1; chromosome 3:CM049752.1; chromosome 4:CM049753.1; chromosome 5:CM049754.1; chromosome 6:CM049755.1; chromosome 7:CM049756.1; chromosome 8:CM049757.1; chromosome 9:CM049758.1; chromosome 10:CM049759.1; chromosome 11:CM049760.1; chromosome 12:CM049761.1; chromosome 13:CM049762.1; chromosome 14:CM049763.1; chromosome 15:CM049764.1; chromosome 16:CM049765.1; chromosome 17:CM049766.1; chromosome 18:CM049767.1; chromosome W:CM049768.1; chromosome Z:CM049769.1	JAPYJY01	27	-	-	12/21/22	Chromosome	NCBI	SAMN28455423
Pogoniulus pusillus	bPogPus1	10x	42.7634	5.29E-05	GCA_015220805.1	1272.36	01/07/20	11/3/20	488313	PRJNA637953	637953	Animals	Birds	45.9125	chromosome 1:CM026776.1; chromosome 2:CM026777.1; chromosome 3:CM026778.1; chromosome 4:CM026779.1; chromosome 5:CM026780.1; chromosome 6:CM026781.1; chromosome 7:CM026782.1; chromosome 8:CM026783.1; chromosome 9:CM026784.1; chromosome 10:CM026785.1; chromosome 11:CM026786.1; chromosome 12:CM026787.1; chromosome 13:CM026788.1; chromosome 14:CM026789.1; chromosome 15:CM026790.1; chromosome 16:CM026791.1; chromosome 17:CM026792.1; chromosome 18:CM026793.1; chromosome 19:CM026794.1; chromosome 20:CM026795.1; chromosome 21:CM026796.1; chromosome 22:CM026797.1; chromosome 23:CM026798.1; chromosome 24:CM026799.1; chromosome 25:CM026800.1; chromosome 26:CM026801.1; chromosome 27:CM026802.1; chromosome 28:CM026803.1; chromosome 29:CM026804.1; chromosome 30:CM026805.1; chromosome 31:CM026806.1; chromosome 32:CM026807.1; chromosome 33:CM026808.1; chromosome 34:CM026809.1; chromosome 35:CM026810.1; chromosome 36:CM026811.1; chromosome 37:CM026812.1; chromosome 38:CM026813.1; chromosome 39:CM026814.1; chromosome 40:CM026815.1; chromosome 41:CM026816.1; chromosome 42:CM026817.1; chromosome 43:CM026818.1; chromosome 44:CM026819.1; chromosome W:CM026820.1; chromosome Z:CM026821.1; mitochondrion MT:CM026823.1	JADCQK01	253	-	-	11/2/20	Chromosome	Vertebrate Genomes Project	SAMN15098508
Pristis pectinata	sPriPec2	10x	37.8132	0.000165454	GCA_009764475.2	2267.84	08/21/19	12/19/19	685728	PRJNA898594	898594	Animals	Fishes	42.4441	chromosome 1:CM019855.1; chromosome 2:CM019856.1; chromosome 3:CM019857.1; chromosome 4:CM019858.1; chromosome 5:CM019859.1; chromosome 6:CM019860.1; chromosome 7:CM019861.1; chromosome 8:CM019862.1; chromosome 9:CM019863.1; chromosome 10:CM019864.1; chromosome 11:CM019865.1; chromosome 12:CM019866.1; chromosome 13:CM019867.1; chromosome 14:CM019868.1; chromosome 15:CM019869.1; chromosome 16:CM019870.1; chromosome 17:CM019871.1; chromosome 18:CM019872.1; chromosome 19:CM019873.1; chromosome 20:CM019874.1; chromosome 21:CM019875.1; chromosome 22:CM019876.1; chromosome 23:CM019877.1; chromosome 24:CM019878.1; chromosome 25:CM019879.1; chromosome 26:CM019880.1; chromosome 27:CM019881.1; chromosome 28:CM019882.1; chromosome 29:CM019883.1; chromosome 30:CM019884.1; chromosome 31:CM019885.1; chromosome 32:CM019886.1; chromosome 33:CM019887.1; chromosome 34:CM019888.1; chromosome 35:CM019889.1; chromosome 37:CM019891.1; chromosome 38:CM019892.1; chromosome 39:CM019893.1; chromosome 40:CM019894.1; chromosome 41:CM019895.1; chromosome 42:CM019896.1; chromosome 43:CM019897.1; chromosome 44:CM019898.1; chromosome 45:CM019899.1; chromosome 46:CM019900.1; chromosome X:CM019890.1; mitochondrion MT:CM019964.1	WOXU01	172	-	-	12/18/19	Chromosome	NCBI	SAMN12629505
Pterocles gutturalis	bPteGut1	10x	33.8337	0.00041365	GCA_009769525.1	1127.42	12/04/18	12/23/19	240206	PRJNA561958	561958	Animals	Birds	42.4239	chromosome 1:CM020141.1; chromosome 2:CM020142.1; chromosome 3:CM020143.1; chromosome 4:CM020144.1; chromosome 5:CM020145.1; chromosome 6:CM020146.1; chromosome 7:CM020147.1; chromosome 8:CM020148.1; chromosome 9:CM020149.1; chromosome 10:CM020150.1; chromosome 11:CM020151.1; chromosome 12:CM020152.1; chromosome 13:CM020153.1; chromosome 14:CM020154.1; chromosome 15:CM020155.1; chromosome 16:CM020156.1; chromosome 17:CM020157.1; chromosome 18:CM020158.1; chromosome 19:CM020159.1; chromosome 20:CM020160.1; chromosome 21:CM020161.1; chromosome 22:CM020162.1; chromosome 23:CM020163.1; chromosome 24:CM020164.1; chromosome 25:CM020165.1; chromosome 26:CM020166.1; chromosome 27:CM020167.1; chromosome 28:CM020168.1; chromosome 29:CM020169.1; chromosome 30:CM020170.1; chromosome 31:CM020171.1; chromosome 32:CM020172.1; chromosome 33:CM020173.1; chromosome 34:CM020174.1; chromosome 35:CM020175.1; chromosome Z:CM020176.1; mitochondrion MT:CM020177.1	WNNE01	89	-	-	12/19/19	Chromosome	Vertebrate Genomes Project	SAMN12623217
Pygocentrus nattereri	fPygNat1	10x	48.9391	1.28E-05	GCA_015220715.1	1222.05	10/07/19	11/3/20	42514	PRJNA675604	675604	Animals	Fishes	40.656	chromosome 1:NC_051211.1/CM026721.1; chromosome 2:NC_051212.1/CM026722.1; chromosome 3:NC_051213.1/CM026723.1; chromosome 4:NC_051214.1/CM026724.1; chromosome 5:NC_051215.1/CM026725.1; chromosome 6:NC_051216.1/CM026726.1; chromosome 7:NC_051217.1/CM026727.1; chromosome 8:NC_051218.1/CM026728.1; chromosome 9:NC_051219.1/CM026729.1; chromosome 10:NC_051220.1/CM026730.1; chromosome 11:NC_051221.1/CM026731.1; chromosome 12:NC_051222.1/CM026732.1; chromosome 13:NC_051223.1/CM026733.1; chromosome 14:NC_051224.1/CM026734.1; chromosome 15:NC_051225.1/CM026735.1; chromosome 16:NC_051226.1/CM026736.1; chromosome 17:NC_051227.1/CM026737.1; chromosome 18:NC_051228.1/CM026738.1; chromosome 19:NC_051229.1/CM026739.1; chromosome 20:NC_051230.1/CM026740.1; chromosome 21:NC_051231.1/CM026741.1; chromosome 22:NC_051232.1/CM026742.1; chromosome 23:NC_051233.1/CM026743.1; chromosome 24:NC_051234.1/CM026744.1; chromosome 25:NC_051235.1/CM026745.1; chromosome 26:NC_051236.1/CM026746.1; chromosome 27:NC_051237.1/CM026747.1; chromosome 28:NC_051238.1/CM026748.1; chromosome 29:NC_051239.1/CM026749.1; chromosome 30:NC_051240.1/CM026750.1; mitochondrion MT:CM026751.1	JADFAU01	55	30575	50672	11/2/20	Chromosome	NCBI	SAMN12623623
Rana temporaria	aRanTem1	10x	43.0964	4.90E-05	GCA_905171775.1	4111.42	04/26/19	1/25/21	8407	PRJEB42171	686763	Animals	Amphibians	44.194	chromosome 1:NC_053489.1/LR991680.1; chromosome 2:NC_053490.1/LR991681.1; chromosome 3:NC_053491.1/LR991682.1; chromosome 4:NC_053492.1/LR991683.1; chromosome 5:NC_053493.1/LR991684.1; chromosome 6:NC_053494.1/LR991685.1; chromosome 7:NC_053495.1/LR991686.1; chromosome 8:NC_053496.1/LR991687.1; chromosome 9:NC_053497.1/LR991688.1; chromosome 10:NC_053498.1/LR991689.1; chromosome 11:NC_053499.1/LR991690.1; chromosome 12:NC_053500.1/LR991691.1; chromosome 13:NC_053501.1/LR991692.1; mitochondrion MT:LR991693.1	CAJIMO01	554	38300	41969	1/25/21	Chromosome	Wellcome Sanger Institute	SAMEA7521635
